"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1970",2.5523797078925,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1971",2.85135211850855,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1972",3.18366717734076,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1973",3.83718307899075,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1974",4.6901991581002,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1975",5.20200880556587,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1976",5.79384080833563,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1977",6.26786212135215,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1978",6.59017438577136,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1979",7.46041749970322,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1980",8.43457853337024,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1981",9.70771197782611,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1982",10.0550312282778,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1983",10.6296361962252,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1984",11.8538670902175,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1985",13.0619823709888,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1986",13.9702528799424,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1987",14.7789322108205,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1988",18.1088387994144,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1989",22.5876027086384,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1990",22.9336440702782,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1991",23.5288352122987,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1992",23.8887182284041,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1993",24.5115926793558,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1994",25.3895490483163,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1995",25.6960428257687,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1996",25.9036676427526,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1997",26.9417917276721,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1998",28.9211483162519,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1999",31.0191476573939,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2000",33.5956727672036,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2001",37.3685122986823,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2002",44.3723894582724,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2003",52.3756566617863,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2004",55.6470000000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2005",56.6647500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2006",60.5795000000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2007",66.9602500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2008",69.6027500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2009",72.4212500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2010",80.8770000000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2011",79.1347500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2012",78.8802500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2013",84.1065000000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2014",91.7202500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2016",105.5,
