time,high,low,open,close,returns,vol_10,vol_20,vol_30,mom_10,mom_20,mom_30,mom_60,mom_90
2017-10-01,1.55,1.263,1.28,1.522,,,,,,,,,
2017-10-02,2.004,1.478,1.522,1.973,0.2963206307490145,,,,,,,,
2017-10-03,1.995,1.685,1.973,1.837,-0.06893056259503305,,,,,,,,
2017-10-04,1.849,1.503,1.837,1.622,-0.11703864997278168,,,,,,,,
2017-10-05,1.743,1.443,1.622,1.674,0.0320591861898889,,,,,,,,
2017-10-06,1.801,1.556,1.674,1.556,-0.07048984468339303,,,,,,,,
2017-10-07,1.633,1.504,1.556,1.566,0.006426735218509005,,,,,,,,
2017-10-08,1.609,1.216,1.566,1.216,-0.22349936143039595,,,,,,,,
2017-10-09,147.52,1.167,1.216,1.427,0.1735197368421053,,,,,,,,
2017-10-10,1.488,1.338,1.427,1.422,-0.0035038542396637062,,,,,,,,
2017-10-11,1.469,1.363,1.422,1.439,0.011954992967651235,2.32087739220785,,,-0.05453350854139283,,,,
2017-10-12,1.439,1.278,1.439,1.345,-0.06532314107018766,1.6600451829023504,,,-0.31829700963000507,,,,
2017-10-13,1.515,1.273,1.345,1.502,0.11672862453531607,1.8015075863838994,,,-0.18236254763200865,,,,
2017-10-14,1.521,1.295,1.502,1.508,0.003994673768308976,1.7075240249983414,,,-0.07028360049321836,,,,
2017-10-15,1.674,1.404,1.508,1.548,0.02652519893899208,1.704673832358763,,,-0.07526881720430101,,,,
2017-10-16,1.556,1.344,1.548,1.437,-0.07170542635658916,1.706044382245939,,,-0.07647814910025708,,,,
2017-10-17,1.391,1.315,1.437,1.386,-0.03549060542797511,1.7128744303172903,,,-0.11494252873563227,,,,
2017-10-18,1.411,1.311,1.386,1.331,-0.03968253968253965,1.2464063155964638,,,0.09457236842105265,,,,
2017-10-19,1.353,1.245,1.331,1.265,-0.04958677685950419,0.8866503776464494,,,-0.11352487736510175,,,,
2017-10-20,194.97,1.216,1.265,1.222,-0.033992094861659994,0.8929963073089435,,,-0.1406469760900141,,,,
2017-10-21,1.255,1.198,1.222,1.243,0.017184942716857776,0.8975706439591995,1.7180967215846399,,-0.13620569840166774,-0.18331143232588698,,,
2017-10-22,46.19,1.176,1.243,1.218,-0.0201126307320999,0.8514761021612605,1.298677496212255,,-0.09442379182156135,-0.3826659908768374,,,
2017-10-23,1.241,1.141,1.218,1.198,-0.016420361247947435,0.48700972951123356,1.2860456473526156,,-0.20239680426098539,-0.34784975503538385,,,
2017-10-24,1.334,1.127,1.198,1.245,0.03923205342237068,0.5653519087528307,1.2452901572855406,,-0.1744031830238726,-0.23242909987669547,,,
2017-10-25,1.26,1.185,1.245,1.259,0.011244979919678544,0.5357801153220765,1.238113160712969,,-0.1866925064599484,-0.24790919952210277,,,
2017-10-26,1.256,1.138,1.259,1.221,-0.030182684670373217,0.45839197244187824,1.220634479452556,,-0.1503131524008351,-0.21529562982005135,,,
2017-10-27,1.225,1.115,1.221,1.183,-0.031122031122031157,0.45363229879200595,1.221562137316048,,-0.1464646464646464,-0.2445721583652618,,,
2017-10-28,1.197,1.144,1.206,1.182,-0.0008453085376163294,0.4368730328488807,0.9283666803544822,,-0.11194590533433513,-0.02796052631578949,,,
2017-10-29,1.236,1.155,1.182,1.231,0.04145516074450106,0.45315338801037475,0.68860251030576,,-0.02687747035573107,-0.1373510861948143,,,
2017-10-30,1.363,1.167,1.231,1.331,0.08123476848090982,0.5794777959893075,0.7558733105577947,,0.08919803600654674,-0.06399437412095643,,,
2017-10-31,1.382,1.254,1.331,1.329,-0.0015026296018031404,0.5798310696243142,0.7540272814845801,1.4306258285052587,0.06918744971842306,-0.07644197359277283,-0.12680683311432328,,
2017-11-01,1.288,1.201,1.329,1.268,-0.04589917231000751,0.6265326108102277,0.73563383050408,1.1241883476668189,0.0410509031198687,-0.05724907063197027,-0.35732387227572227,,
2017-11-02,1.385,1.191,1.268,1.297,0.02287066246056768,0.6204293289306605,0.5972326920423292,1.115330018899255,0.08263772954924864,-0.13648468708388817,-0.2939575394665215,,
2017-11-03,1.492,1.372,1.297,1.461,0.12644564379336942,0.852043160169947,0.7616807371730683,1.1336021140170847,0.17349397590361448,-0.03116710875331563,-0.0992601726263872,,
2017-11-04,1.695,1.385,1.461,1.638,0.12114989733059534,0.9963300168308858,0.8722695025770175,1.1844130023782262,0.3010325655281969,0.05813953488372081,-0.021505376344086002,,
2017-11-05,1.617,1.452,1.637,1.52,-0.072039072039072,1.083533759733674,0.8726553744182162,1.1852453844004702,0.24488124488124474,0.05775922059846894,-0.023136246786632397,,
2017-11-06,1.692,1.464,1.52,1.573,0.03486842105263155,1.0389597484683273,0.8659275698438575,1.1890354208792027,0.3296703296703296,0.13492063492063489,0.004469987228607808,,
2017-11-07,1.824,1.498,1.573,1.795,0.14113159567705025,1.1558591303092358,0.9666628959314371,1.0468174494302012,0.5186125211505923,0.34861006761833213,0.4761513157894737,,
2017-11-08,2.045,1.768,1.795,2.029,0.13036211699164335,1.2319477017603166,1.0128016161010895,0.9963072310596943,0.6482534524776602,0.6039525691699605,0.4218640504555009,,
2017-11-09,2.126,1.95,2.029,2.052,0.011335633316905014,1.2384158346337548,0.9898579135539332,0.9950167816135228,0.5416979714500376,0.679214402618658,0.44303797468354444,,
2017-11-10,1.906,1.656,2.052,1.826,-0.11013645224171542,1.457859863829401,1.1048378162612247,1.0582440852509625,0.37396538750940556,0.4690265486725662,0.2689367616400278,,
2017-11-11,2.011,1.658,1.826,1.681,-0.07940854326396496,1.5189978554797203,1.1535433877968726,1.0677077555337113,0.3257097791798107,0.3801313628899836,0.2498141263940521,,
2017-11-12,1.712,1.463,1.681,1.542,-0.08268887566924454,1.6266559610504403,1.203209170115898,1.050106601952035,0.18889745566692384,0.28714524207011705,0.026631158455392878,,
2017-11-13,1.721,1.535,1.542,1.696,0.09987029831387795,1.583831087900563,1.2379080179876587,1.0870575072852064,0.16084873374401076,0.3622489959839357,0.12466843501326252,,
2017-11-14,1.834,1.557,1.696,1.557,-0.0819575471698113,1.546379127829066,1.2882453836017471,1.1144997119096938,-0.049450549450549386,0.23669579030976973,0.005813953488372103,,
2017-11-15,1.637,1.477,1.557,1.551,-0.003853564547206201,1.4955548593695076,1.2796990176757974,1.0923614927513383,0.020394736842105132,0.2702702702702702,0.07933194154488499,,
2017-11-16,1.718,1.529,1.551,1.572,0.013539651837524369,1.4878207234597722,1.268087477633337,1.0858775361710173,-0.0006357279084551193,0.3288250211327135,0.13419913419913443,,
2017-11-17,1.598,1.494,1.572,1.508,-0.040712468193384255,1.2839856057792685,1.2834554134776712,1.0862615161804945,-0.1598885793871866,0.27580372250423024,0.1329827197595792,,
2017-11-18,1.699,1.562,1.508,1.657,0.0988063660477454,1.1907820490575596,1.3147191749291118,1.1048050435821353,-0.18334154756037457,0.34606011372867584,0.3098814229249014,,
2017-11-19,1.739,1.573,1.657,1.609,-0.02896801448400732,1.1805794493808506,1.3027494003098874,1.1031088028453455,-0.21588693957115013,0.20886551465063863,0.31669394435351883,,
2017-11-20,1.674,1.589,1.609,1.609,0.0,1.073816081089959,1.3025436308333378,1.1034630453793366,-0.11883899233296824,0.21068472535741156,0.29444891391794026,,
2017-11-21,1.626,1.532,1.629,1.586,-0.01429459291485391,1.004387219214667,1.2884287255787168,1.1021691709868902,-0.05651397977394401,0.250788643533123,0.30213464696223324,,
2017-11-22,1.691,1.58,1.586,1.609,0.014501891551071733,0.9048183522514965,1.2880341529520634,1.099095060844784,0.04345006485084313,0.24055512721665395,0.3430717863105175,,
2017-11-23,1.73,1.48,1.609,1.556,-0.03293971410814167,0.7501715811824069,1.2260815618630203,1.1035361739049,-0.08254716981132071,0.06502395619438728,0.24979919678714846,,
2017-11-24,2.053,1.669,1.572,1.723,0.10732647814910035,0.8229956568749743,1.2097246587864956,1.1392310333381181,0.10661528580603741,0.05189255189255193,0.3685464654487691,,
2017-11-25,1.963,1.626,1.713,1.895,0.09982588508415557,0.9273561116584964,1.217911709780951,1.1586116579406462,0.2217923920051581,0.24671052631578938,0.552006552006552,,
2017-11-26,2.005,1.807,1.894,1.872,-0.012137203166226906,0.9425231180162292,1.218571711146564,1.1530130483509355,0.19083969465648853,0.1900826446280992,0.5824175824175823,,
2017-11-27,1.948,1.747,1.872,1.948,0.040598290598290454,0.8845460964653065,1.1253945402086651,1.1534110201272325,0.2917771883289124,0.08523676880222841,0.6480541455160744,,
2017-11-28,1.951,1.751,1.948,1.916,-0.01642710472279263,0.809585935906561,1.0273915510229124,1.1559436385925583,0.15630657815328908,-0.05569245933957612,0.5564581640942321,,
2017-11-29,1.838,1.501,1.917,1.776,-0.07306889352818369,0.9027042068465829,1.0573239296795507,1.1682993082361615,0.10379117464263521,-0.13450292397660824,0.33433508640120224,,
2017-11-30,2.019,1.775,1.775,1.979,0.11430180180180183,1.035149155583225,1.0617570789348945,1.2041406723507622,0.2299564947172157,0.08378970427163202,0.48908954100827695,0.30026281208935623,
2017-12-01,2.177,2.016,1.976,2.069,0.04547751389590693,1.0185805448199994,1.020060010453899,1.1923360133042735,0.3045397225725093,0.23081499107673986,0.6317034700315456,0.048656867714140795,
